,발행기관,표준코드,채권종류,종목명,상장일,발행일,상환일,표면이자율,발행금액 (백만),상장잔액 (백만),채권유형
,기업은행,KR310504GB32,사회적채권,중소기업은행 조건부자본증권(상)2103이(신)영A-11(사),"2021/04/09","2021/03/11","9999/12/31","3.11000","300,000","300,000",특수채
,기업은행,KR310504GB65,사회적채권,중소기업은행(신)2106이1.5A-11(사),"2021/07/09","2021/06/11","2022/12/11","1.12000","300,000","300,000",특수채
,기업은행,KR310504GC56,사회적채권,중소기업은행(신)2205이5A-20(사),"2022/06/10","2022/05/20","2027/05/20","3.50000","210,000","210,000",특수채
,기업은행,KR310505GB31,사회적채권,중소기업은행 조건부자본증권(상)2103이(신)영B-11(사),"2021/04/09","2021/03/11","9999/12/31","2.65000","200,000","200,000",특수채
,기업은행,KR310505GC63,사회적채권,중소기업은행(신)2206이3A-14(사),"2022/07/08","2022/06/14","2025/06/14","3.85000","220,000","220,000",특수채
,기업은행,KR310506GB22,사회적채권,중소기업은행(신)2102이3A-17(사),"2021/03/10","2021/02/17","2024/02/17","1.10000","500,000","500,000",특수채
,기업은행,KR310506GB55,사회적채권,중소기업은행(신)2105이2A-20(사),"2021/06/10","2021/05/20","2023/05/20","1.02000","500,000","500,000",특수채
,기업은행,KR310508GC60,사회적채권,중소기업은행(신)2206이3A-17(사),"2022/07/08","2022/06/17","2025/06/17","3.99000","230,000","230,000",특수채
,기업은행,KR310511GC24,사회적채권,중소기업은행(신)2202이2A-16(사),"2022/03/10","2022/02/16","2024/02/16","2.33000","210,000","210,000",특수채
,포스코건설,KR6025101B31,지속가능채권,포스코건설59-1(지),"2021/03/29","2021/03/26","2024/03/26","1.63300","140,000","140,000",회사채
,삼성물산,KR6028261C48,지속가능채권,삼성물산114-1(지),"2022/04/05","2022/04/05","2025/04/04","3.45700","300,000","300,000",회사채
,팬오션,KR6028671B68,녹색채권,팬오션21(녹),"2021/06/25","2021/06/25","2024/06/25","2.15400","50,000","50,000",회사채
,SK실트론,KR6029272C27,녹색채권,에스케이실트론47-2(녹),"2022/02/17","2022/02/17","2027/02/17","3.71500","41,000","41,000",회사채
,롯데캐피탈,KR6029691B39,지속가능채권,롯데캐피탈411-1(지),"2021/03/05","2021/03/04","2024/03/04","1.52600","60,000","60,000",회사채
,롯데캐피탈,KR6029691B47,지속가능채권,롯데캐피탈412-1(지),"2021/04/22","2021/04/21","2023/04/21","1.35300","50,000","50,000",회사채
,롯데캐피탈,KR6029691B62,지속가능채권,롯데캐피탈415-1(지),"2021/06/25","2021/06/24","2023/06/23","1.70000","100,000","100,000",회사채
,롯데캐피탈,KR6029691C61,지속가능채권,롯데캐피탈431-1(지),"2022/06/10","2022/06/09","2024/06/07","4.13300","30,000","30,000",회사채
,롯데캐피탈,KR6029691C87,지속가능채권,롯데캐피탈436-1(지),"2022/08/10","2022/08/09","2023/10/06","4.31600","100,000","100,000",회사채
,롯데캐피탈,KR6029691C95,지속가능채권,롯데캐피탈439(지),"2022/09/13","2022/09/08","2025/09/08","5.18600","50,000","50,000",회사채
,롯데캐피탈,KR6029692B38,지속가능채권,롯데캐피탈411-2(지),"2021/03/05","2021/03/04","2026/03/04","1.88300","40,000","40,000",회사채
,롯데캐피탈,KR6029692B46,지속가능채권,롯데캐피탈412-2(지),"2021/04/22","2021/04/21","2024/04/19","1.62200","100,000","100,000",회사채
,롯데캐피탈,KR6029692B61,지속가능채권,롯데캐피탈415-2(지),"2021/06/25","2021/06/24","2024/06/24","1.89000","110,000","110,000",회사채
,롯데캐피탈,KR6029692C60,지속가능채권,롯데캐피탈431-2(지),"2022/06/10","2022/06/09","2024/06/09","4.13300","20,000","20,000",회사채
,롯데캐피탈,KR6029692C86,지속가능채권,롯데캐피탈436-2(지),"2022/08/10","2022/08/09","2024/01/09","4.41200","110,000","110,000",회사채
,롯데캐피탈,KR6029693B37,지속가능채권,롯데캐피탈411-3(지),"2021/03/05","2021/03/04","2028/03/03","2.22800","20,000","20,000",회사채
,롯데캐피탈,KR6029693B60,지속가능채권,롯데캐피탈415-3(지),"2021/06/25","2021/06/24","2026/06/24","2.17500","20,000","20,000",회사채
,롯데캐피탈,KR6029693B94,지속가능채권,롯데캐피탈421-3(지),"2021/09/14","2021/09/13","2024/09/13","2.11900","50,000","50,000",회사채
,롯데캐피탈,KR6029693BA7,지속가능채권,롯데캐피탈422-3(지),"2021/10/18","2021/10/15","2026/10/15","2.66800","30,000","30,000",회사채
,롯데캐피탈,KR6029693C69,지속가능채권,롯데캐피탈432(지),"2022/07/01","2022/06/30","2025/06/30","4.75500","50,000","50,000",회사채
,롯데캐피탈,KR6029694B69,지속가능채권,롯데캐피탈415-4(지),"2021/06/25","2021/06/24","2031/06/24","2.90000","10,000","10,000",회사채
,롯데캐피탈,KR6029694B77,사회적채권,롯데캐피탈417(사),"2021/07/29","2021/07/28","2024/07/26","1.93800","50,000","50,000",회사채
,롯데캐피탈,KR6029694B93,지속가능채권,롯데캐피탈421-4(지),"2021/09/14","2021/09/13","2026/09/11","2.28700","10,000","10,000",회사채
,롯데캐피탈,KR6029694C76,지속가능채권,롯데캐피탈434-3(지),"2022/07/11","2022/07/08","2024/07/08","4.64600","40,000","40,000",회사채
,삼성카드,KR6029781AC8,지속가능채권,삼성카드2493(지),"2020/12/17","2020/12/16","2025/12/16","1.64200","100,000","100,000",회사채
,삼성카드,KR6029781B97,지속가능채권,삼성카드2526(지),"2021/09/23","2021/09/16","2026/09/16","2.09500","20,000","20,000",회사채
,삼성카드,KR6029781C62,지속가능채권,삼성카드2555(지),"2022/06/13","2022/06/09","2024/06/07","3.86500","50,000","50,000",회사채
,삼성카드,KR6029782B96,지속가능채권,삼성카드2527(지),"2021/09/23","2021/09/16","2028/09/15","2.24100","30,000","30,000",회사채
,삼성카드,KR6029782C61,지속가능채권,삼성카드2556(지),"2022/06/13","2022/06/09","2027/06/09","4.09500","50,000","50,000",회사채
,삼성카드,KR6029783B95,지속가능채권,삼성카드2528(지),"2021/09/23","2021/09/16","2028/12/20","2.28900","50,000","50,000",회사채
,삼성카드,KR6029783C60,지속가능채권,삼성카드2557(지),"2022/06/13","2022/06/09","2032/06/09","4.34100","40,000","40,000",회사채
,삼성카드,KR6029784C69,지속가능채권,삼성카드2558(지),"2022/06/13","2022/06/09","2025/06/09","4.01200","30,000","30,000",회사채
,현대캐피탈,KR6029881B47,녹색채권,현대캐피탈1877-1(녹),"2021/04/12","2021/04/09","2022/10/07","1.03900","50,000","50,000",회사채
,현대캐피탈,KR6029881B96,지속가능채권,현대캐피탈1891-1(지),"2021/09/10","2021/09/09","2022/11/09","1.54600","40,000","40,000",회사채
,현대캐피탈,KR6029881C61,지속가능채권,현대캐피탈1921-1(지),"2022/06/10","2022/06/09","2023/12/08","3.60500","40,000","40,000",회사채
,현대캐피탈,KR60298829C3,녹색채권,현대캐피탈1834-2(녹),"2019/12/09","2019/12/06","2022/12/06","1.76700","80,000","80,000",회사채
,현대캐피탈,KR6029882A62,지속가능채권,현대캐피탈1848-1(지),"2020/06/12","2020/06/11","2022/12/09","1.46200","10,000","10,000",회사채
,현대캐피탈,KR6029882B46,녹색채권,현대캐피탈1877-2(녹),"2021/04/12","2021/04/09","2023/04/07","1.23700","70,000","70,000",회사채
,현대캐피탈,KR6029882B95,지속가능채권,현대캐피탈1891-2(지),"2021/09/10","2021/09/09","2023/09/08","1.77500","50,000","50,000",회사채
,현대캐피탈,KR6029882C60,지속가능채권,현대캐피탈1921-2(지),"2022/06/10","2022/06/09","2024/06/07","3.92300","110,000","110,000",회사채
,현대캐피탈,KR60298839C2,녹색채권,현대캐피탈1834-3(녹),"2019/12/09","2019/12/06","2024/12/06","1.89700","70,000","70,000",회사채
,현대캐피탈,KR6029883A61,지속가능채권,현대캐피탈1848-2(지),"2020/06/12","2020/06/11","2023/06/09","1.55500","120,000","120,000",회사채
,현대캐피탈,KR6029883B45,녹색채권,현대캐피탈1877-3(녹),"2021/04/12","2021/04/09","2023/10/06","1.36500","80,000","80,000",회사채
,현대캐피탈,KR6029883B94,지속가능채권,현대캐피탈1891-3(지),"2021/09/10","2021/09/09","2023/11/09","1.78300","10,000","10,000",회사채
,현대캐피탈,KR6029883C69,지속가능채권,현대캐피탈1921-3(지),"2022/06/10","2022/06/09","2027/06/09","4.17900","10,000","10,000",회사채
,현대캐피탈,KR6029884A60,지속가능채권,현대캐피탈1848-3(지),"2020/06/12","2020/06/11","2025/06/11","1.75300","50,000","50,000",회사채
,현대캐피탈,KR6029884B44,녹색채권,현대캐피탈1877-4(녹),"2021/04/12","2021/04/09","2024/04/09","1.50600","100,000","100,000",회사채
,현대캐피탈,KR6029884B93,지속가능채권,현대캐피탈1891-4(지),"2021/09/10","2021/09/09","2024/03/08","1.86000","50,000","50,000",회사채
,현대캐피탈,KR6029884C68,지속가능채권,현대캐피탈1921-4(지),"2022/06/10","2022/06/09","2024/06/07","2.60300","50,000","50,000",회사채
,현대캐피탈,KR6029885A69,지속가능채권,현대캐피탈1848-4(지),"2020/06/12","2020/06/11","2030/06/11","2.23000","50,000","50,000",회사채
,현대캐피탈,KR6029885B92,지속가능채권,현대캐피탈1891-5(지),"2021/09/10","2021/09/09","2024/09/06","1.91900","30,000","30,000",회사채
,현대캐피탈,KR6029885C67,지속가능채권,현대캐피탈1921-5(지),"2022/06/10","2022/06/09","2025/06/09","3.93700","20,000","20,000",회사채
,현대캐피탈,KR6029886AA9,녹색채권,현대캐피탈1866-1(녹),"2020/10/19","2020/10/16","2023/10/16","1.45800","50,000","50,000",회사채
,현대캐피탈,KR6029886B91,지속가능채권,현대캐피탈1891-6(지),"2021/09/10","2021/09/09","2024/09/09","1.91900","100,000","100,000",회사채
,현대캐피탈,KR6029886C66,지속가능채권,현대캐피탈1921-6(지),"2022/06/10","2022/06/09","2025/06/09","3.93700","10,000","10,000",회사채
,현대캐피탈,KR60298879G9,녹색채권,현대캐피탈1803-1(녹),"2019/04/26","2019/04/25","2024/04/25","2.15500","110,000","110,000",회사채
,현대캐피탈,KR6029887AA7,녹색채권,현대캐피탈1866-2(녹),"2020/10/19","2020/10/16","2025/10/16","1.75400","70,000","70,000",회사채
,현대캐피탈,KR6029887C65,지속가능채권,현대캐피탈1921-7(지),"2022/06/10","2022/06/09","2025/06/09","3.93700","20,000","20,000",회사채
,현대캐피탈,KR60298889G8,녹색채권,현대캐피탈1803-2(녹),"2019/04/26","2019/04/25","2026/04/24","2.32100","160,000","160,000",회사채
,현대캐피탈,KR6029888AA5,녹색채권,현대캐피탈1866-3(녹),"2020/10/19","2020/10/16","2030/10/16","2.36800","80,000","80,000",회사채
,현대캐피탈,KR6029888C64,지속가능채권,현대캐피탈1921-8(지),"2022/06/10","2022/06/09","2025/06/09","3.95700","50,000","50,000",회사채
,현대캐피탈,KR60298899G7,녹색채권,현대캐피탈1803-3(녹),"2019/04/26","2019/04/25","2029/04/25","2.59500","30,000","30,000",회사채
,현대캐피탈,KR6029889C63,지속가능채권,현대캐피탈1921-9(지),"2022/06/10","2022/06/09","2027/06/07","4.05700","20,000","20,000",회사채
,현대캐피탈,KR602988AC65,지속가능채권,현대캐피탈1921-10(지),"2022/06/10","2022/06/09","2027/06/08","4.05700","20,000","20,000",회사채
,현대캐피탈,KR602988BC64,지속가능채권,현대캐피탈1921-11(지),"2022/06/10","2022/06/09","2027/06/09","4.05700","10,000","10,000",회사채
,현대캐피탈,KR602988CC63,지속가능채권,현대캐피탈1921-12(지),"2022/06/10","2022/06/09","2027/06/09","4.06700","30,000","30,000",회사채
,케이티,KR6030201B63,지속가능채권,KT195-1(지),"2021/06/10","2021/06/10","2024/06/10","1.38700","180,000","180,000",회사채
,케이티,KR6030202B62,지속가능채권,KT195-2(지),"2021/06/10","2021/06/10","2026/06/10","1.80600","80,000","80,000",회사채
,케이티,KR6030202C61,지속가능채권,KT197-2(지),"2022/06/29","2022/06/29","2027/06/29","4.18800","120,000","120,000",회사채
,한국투자증권,KR6030491B62,녹색채권,한국투자증권20(녹),"2021/06/04","2021/06/04","2024/06/04","1.62800","150,000","150,000",회사채
,롯데카드,KR6030621B81,사회적채권,롯데카드443-1(사),"2021/08/11","2021/08/10","2024/08/09","1.98300","130,000","130,000",회사채
,롯데카드,KR6030622B80,사회적채권,롯데카드443-2(사),"2021/08/11","2021/08/10","2024/10/10","1.98500","30,000","30,000",회사채
,롯데카드,KR6030623B89,사회적채권,롯데카드443-3(사),"2021/08/11","2021/08/10","2026/08/10","2.14800","40,000","40,000",회사채
,롯데카드,KR6030624AB9,사회적채권,롯데카드431-1(사),"2020/11/24","2020/11/23","2024/02/22","1.64700","10,000","10,000",회사채
,롯데카드,KR6030624BC5,지속가능채권,롯데카드450-1(지),"2021/12/10","2021/12/09","2023/06/09","2.41000","30,000","30,000",회사채
,롯데카드,KR6030625AB6,사회적채권,롯데카드431-2(사),"2020/11/24","2020/11/23","2024/02/23","1.64700","50,000","50,000",회사채
,롯데카드,KR6030625BC2,지속가능채권,롯데카드450-2(지),"2021/12/10","2021/12/09","2023/09/08","2.45400","30,000","30,000",회사채
,롯데카드,KR6030626AB4,사회적채권,롯데카드431-3(사),"2020/11/24","2020/11/23","2024/11/22","1.75100","20,000","20,000",회사채
,롯데카드,KR6030626BC0,지속가능채권,롯데카드450-3(지),"2021/12/10","2021/12/09","2025/01/09","2.59100","40,000","40,000",회사채
,롯데카드,KR6030627AB2,사회적채권,롯데카드431-4(사),"2020/11/24","2020/11/23","2025/11/21","1.91100","70,000","70,000",회사채
,롯데카드,KR6030628C67,지속가능채권,롯데카드461-1(지),"2022/06/29","2022/06/28","2023/12/28","4.42500","10,000","10,000",회사채
,하나증권,KR6030751B83,지속가능채권,하나증권7-1(지),"2021/08/03","2021/08/03","2024/08/02","1.88500","230,000","230,000",회사채
,롯데물산,KR6031011B61,녹색채권,롯데물산12-1(녹),"2021/06/11","2021/06/11","2024/06/11","1.89500","300,000","300,000",회사채
,롯데물산,KR6031012B60,녹색채권,롯데물산12-2(녹),"2021/06/11","2021/06/11","2026/06/11","2.35500","100,000","100,000",회사채
,비씨카드,KR6031321B41,지속가능채권,비씨카드150-1(지),"2021/04/09","2021/04/08","2023/04/07","1.15400","20,000","20,000",회사채
,비씨카드,KR6031322B40,지속가능채권,비씨카드150-2(지),"2021/04/09","2021/04/08","2024/04/08","1.46200","30,000","30,000",회사채
,오케이캐피탈,KR6031522B63,사회적채권,오케이캐피탈395-2(사),"2021/06/14","2021/06/11","2022/11/11","1.92500","25,000","25,000",회사채
,오케이캐피탈,KR6031523B62,사회적채권,오케이캐피탈395-3(사),"2021/06/14","2021/06/11","2023/03/10","2.09100","25,000","25,000",회사채
,신한카드,KR6032711B54,녹색채권,신한카드2108-1(녹),"2021/05/12","2021/05/10","2023/08/10","1.22200","80,000","80,000",회사채
,신한카드,KR6032714BB4,녹색채권,신한카드2125-3(녹),"2021/11/25","2021/11/23","2024/11/22","2.47800","100,000","100,000",회사채
,신한카드,KR6032715B35,사회적채권,신한카드2106-1(사),"2021/03/30","2021/03/26","2023/02/24","1.22300","60,000","60,000",회사채
,신한카드,KR6032716B34,사회적채권,신한카드2106-2(사),"2021/03/30","2021/03/26","2024/03/26","1.49800","100,000","100,000",회사채
,신한카드,KR6032717B33,사회적채권,신한카드2106-3(사),"2021/03/30","2021/03/26","2026/03/26","1.80800","40,000","40,000",회사채
,신한카드,KR6032718A58,사회적채권,신한카드2072-1(사),"2020/05/29","2020/05/27","2023/05/26","1.46900","50,000","50,000",회사채
,신한카드,KR6032719A57,사회적채권,신한카드2072-2(사),"2020/05/29","2020/05/27","2025/05/27","1.55700","50,000","50,000",회사채
,신한카드,KR603271A982,사회적채권,신한카드2045-2(사),"2019/08/30","2019/08/28","2024/08/28","1.46300","20,000","20,000",회사채
,신한카드,KR603271AC93,녹색채권,신한카드2150-1(녹),"2022/09/20","2022/09/16","2025/03/14","4.70800","100,000","100,000",회사채
,신한카드,KR603271B980,사회적채권,신한카드2045-3(사),"2019/08/30","2019/08/28","2026/08/28","1.56300","40,000","40,000",회사채
,SK브로드밴드,KR6033632C16,녹색채권,에스케이브로드밴드52-2(녹),"2022/01/25","2022/01/25","2032/01/25","2.92100","50,000","50,000",회사채
,우리금융캐피탈,KR6033664C90,사회적채권,우리금융캐피탈455-2(사),"2022/09/05","2022/09/02","2025/03/03","4.97300","30,000","30,000",회사채
,우리금융캐피탈,KR6033665C73,사회적채권,우리금융캐피탈451-3(사),"2022/07/28","2022/07/27","2027/07/27","4.65300","20,000","20,000",회사채
,우리금융캐피탈,KR6033668C88,사회적채권,우리금융캐피탈452-8(사),"2022/08/08","2022/08/05","2027/08/05","4.58200","10,000","10,000",회사채
,LG디스플레이,KR6034221B95,녹색채권,엘지디스플레이43-1(녹),"2021/09/14","2021/09/14","2024/09/14","2.29200","290,000","290,000",회사채
