순번,인증번호,기술명칭,분류코드,기관명,발급부처,인증확정일,인증만료일
447,GT-21-01220,배광조절판을 적용한 등기구의 배광기술,T020701,주식회사 티엘,중소벤처기업부,2021.09.02,2024.09.01
448,GT-21-01216,내부나선형 지중열교환기를 적용한 히트펌프 시스템 성능계수(COP) 향상 기술,T010801,(주)지오테크,중소벤처기업부,2021.09.02,2024.09.01
449,GT-21-01217,DSP기능의 통합형 PA/SR Digital AMP 전원공급장치 절전기술,T041404,주식회사바이콤,과학기술정보통신부,2021.09.02,2024.09.01
450,GT-21-01219,에탄올 베이스 용제를 이용한 유해성 저감형 포장재 제조 기술,T100503,(주)에스피프린팅,농림축산식품부,2021.09.02,2024.09.01
451,GT-21-01218,가변형 유로 제어기능을 갖는 원형헤파필터 내장형 공기조화기 제조 기술,T100708,(주)플랙트코리아,중소벤처기업부,2021.09.02,2024.09.01
452,GT-21-01221,가상프린트 드라이버를 이용한 전자영수증 발급기술 ,T040504,한국전자영수증 주식회사,과학기술정보통신부,2021.09.02,2024.09.01
453,GT-21-01222, 대기전력 절감 효과가 적용된 일체형 허브 보드를 포함한 LED 전광판 제조기술,T040107,(주)케이시스,중소벤처기업부,2021.09.02,2024.09.01
454,GT-21-01223,"페레이트와 산기식 스트리핑을 이용한 도금폐수 중 시안, 암모니아 제거기술",T030801,(주)일신종합환경,환경부,2021.09.02,2024.09.01
455,GT-21-01185,축관통 하부압축 스크롤 압축기를 적용한 신개념 인버터 에어컨 기술,T020601,엘지전자주식회사,산업통상자원부,2021.07.29,2024.07.28
456,GT-21-01179,레이더 수위계와 모니터링 시스템,T030401,대한센서 주식회사,환경부,2021.07.29,2024.07.28
457,GT-21-01178,실온 배합이 가능하고 저온 안정성이 향상된 친환경 주방세제 제조기술,T100503,주식회사 태승뷰티산업,환경부,2021.07.29,2024.07.28
458,GT-21-01172,생물종 판별을 위한 유전정보 탐색 및 인터페이스 기술,T090201,주식회사 선도소프트,해양수산부,2021.07.29,2024.07.28
459,GT-21-01184,식물체 가소화를 이용한 생분해 첨가제 및 이를 첨가한 포장용도 제품 제조기술,T100501,(주)바이오소재,중소벤처기업부,2021.07.29,2024.07.28
460,GT-21-01173,친환경 PET 코팅을 이용한 건설 안전망 제조기술,T100503,이앤피,환경부,2021.07.29,2024.07.28
461,GT-21-01174,우레탄 합성을 이용한 구조용 우레탄 변성 이액형 접착제 제조기술,T100503,주식회사 동부켐텍,환경부,2021.07.29,2024.07.28
462,GT-21-01175,"양식새우 면역력향상을 위한 친환경적 난황면역항체 (Immunoglobulin egg yolk, IgY) 제조 기술",T070506,애드바이오텍,해양수산부,2021.07.29,2024.07.28
463,GT-21-01176,커넥터 결합방식 모듈형 고압 방전램프용 안정기,T100503,(주)삼립,중소벤처기업부,2021.07.29,2024.07.28
464,GT-21-01181,중성자 스펙트럼 해석을 통한 중성자 차폐 재료 선정 및 설계 기술,T021003,세안에너텍(주),과학기술정보통신부,2021.07.29,2024.07.28
465,GT-21-01177,메쉬함침형 다중방수시트와 폴리우레탄 도막방수재를 이용한 복합방수기술,T100503,주식회사예화엔지니어링,중소벤처기업부,2021.07.29,2024.07.28
466,GT-21-01189,게이트회로와 절전기능을 제어하는 펌웨어를 이용한 에너지절감 컴퓨터 기술,T040501,(주)유투,중소벤처기업부,2021.07.29,2024.07.28
467,GT-21-01187,방열방습방수형 엘이디 모듈 및 이의 제조방법,T020703,에이컴(주),중소벤처기업부,2021.07.29,2024.07.28
468,GT-21-01190,방사형 다단여과를 이용한 비점오염 저감기술,T030804,(주)피앤아이휴먼코리아,과학기술정보통신부,2021.07.29,2024.07.28
469,GT-21-01180,배열회수 열교환기를 장착한 산업용 보일러의 고효율화 기술,T020906,주식회사 대열보일러,중소벤처기업부,2021.07.29,2024.07.28
470,GT-21-01182,흡한속건성 안전용 덧옷 (쿨토시) 제조기술,T100503,주식회사 에스지윈,중소벤처기업부,2021.07.29,2024.07.28
471,GT-21-01183,실시간 영상감지를 통한 구조물 누설/진동 감시 시스템,T040805,세안에너텍(주),중소벤처기업부,2021.07.29,2024.07.28
472,GT-21-01186,설비구조 및 여과 기능을 개선시킨 비점오염원 단계별 저감장치를 이용한 비점오염저감기술,T030804,비손푸른엔지니어링(주),환경부,2021.07.29,2024.07.28
473,GT-21-01188,고함량의 유파틸린을 함유하는 쑥 추출물의 제조방법 그 추출물을 이용한 위염치료제 개발,T071306,지엘팜텍 주식회사,산업통상자원부,2021.07.29,2024.07.28
474,GT-21-01192,반턱이음 구조를 적용한 저온열풍 3중 접합 조립식 옥상방수공법(SKY ART SYSTEM),T100503,(주)스페이스인코,중소벤처기업부,2021.07.29,2024.07.28
475,GT-21-01191,폐자원을 사용한 플라스틱 봉투 제조기술,T100503,대한산업,중소벤처기업부,2021.07.29,2024.07.28
476,GT-18-00476,복합나노필러를 이용한 실내용 LED 투광등기구 제조기술,T020701,(주)성진하이텍,중소벤처기업부,2018.07.12,2024.07.11
477,GT-18-00475,복합나노필러를 이용한 실외용 LED 투광등기구 제조기술,T020703,(주)성진하이텍,중소벤처기업부,2018.07.12,2024.07.11
478,GT-18-00485,지그비(Zigbee)기반의 무선통신을 이용한 가로등 디밍(Dimming) 제어기술,T041204,주식회사 이너스텍,과학기술정보통신부,2018.07.12,2024.07.11
479,GT-18-00483,고조파 감소 및 전류흐름 개선을 통해 전력절감 효과를 갖는 수배전반 제조기술,T040501,(주)일렉콤,중소벤처기업부,2018.07.12,2024.07.11
480,GT-18-00479,통풍홀에 메쉬를 적용한 LED 조명기기 제조기술,T020703,(주)창성씨앤엘,중소벤처기업부,2018.07.12,2024.07.11
481,GT-18-00477,잔존수명 확인 가능한 플리커 프리 LED 조명기술,T020701,(주)금강에너텍,중소벤처기업부,2018.07.12,2024.07.11
482,GT-18-00498,관리엔진 포트신호에 따라 전원을 제어하는 컴퓨터 절전기술,T040501,(주)성주컴텍,환경부,2018.07.12,2024.07.11
483,GT-18-00492,롤러에 의한 엠보 형성을 갖는 친환경 탄성포장재 제조기술,T100503,삼성포리머(주),환경부,2018.07.12,2024.07.11
484,GT-18-00481,색온도 균일성과 변환이 용이한 LED 배열 방법을 적용한 조명기술,T020701,(주)소룩스,중소벤처기업부,2018.07.12,2024.07.11
485,GT-18-00474,인메모리 컴퓨팅 및 효율적 작업량 할당 방식 기반 Multi-Processing 기술,T040701,펜타시큐리티시스템(주),중소벤처기업부,2018.07.12,2024.07.11
486,GT-18-00480,인조잔디용 충전재 제조 기술,T100503,주식회사 장안,중소벤처기업부,2018.07.12,2024.07.11
487,GT-18-00491,LAF(저압형 부유부상장치)에 의한 고형물질 및 인제거 시스템,T030801,(주)에네트,환경부,2018.07.12,2024.07.11
488,GT-18-00495,열교차단제와 조이너(joiner)의 사용으로 창호성능과 생산성이 향상된 알루미늄 미서기창 제작 기술,T100503,(주)신창산업,환경부,2018.07.12,2024.07.11
489,GT-18-00484,저전력 직하형 LED 안내표지판 제조기술,T080203,(주)카이넥스엠,중소벤처기업부,2018.07.12,2024.07.11
490,GT-18-00473,콜드 글루 점착겔-시트 복합·방수공법,T100503,쌍용건설(주),국토교통부,2018.07.12,2024.07.11
491,GT-18-00471,콜드 글루 점착겔-시트 복합·방수공법,T100503,아진레이어 주식회사,국토교통부,2018.07.12,2024.07.11
492,GT-18-00469,콜드글루 점착겔-시트 복합·방수공법,T100503,우민전기(주),국토교통부,2018.07.12,2024.07.11
493,GT-18-00472,콜드 글루 점착겔-시트 복합·방수공법,T100503,극동건설(주),국토교통부,2018.07.12,2024.07.11
494,GT-21-01160,체인구동형 외부 수평 블라인드 제조기술,T100503,(주)에코이지스,환경부,2021.06.17,2024.06.16
495,GT-21-01171,돌입전류 저감 및 2차 적분 필터를 적용한 위상 추종 전력변환 기술,T040503,주식회사 에이치에스해성,중소벤처기업부,2021.06.17,2024.06.16
496,GT-21-01164,정밀 스위칭 정류기의 정역운전모드를 통한 전기응집의 슬러지 저감 기술,T030801,(주)테크윈,환경부,2021.06.17,2024.06.16
497,GT-21-01159,완충장치를 활용한 해조 모조단지 조성 기술,T100603,한국해양환경생태연구소,해양수산부,2021.06.17,2024.06.16
498,GT-21-01161,폐고분자를 재활용한 개질첨가제와 순환골재를 사용한 아스팔트 혼합물 제조기술,T100302,(주)삼성,환경부,2021.06.17,2024.06.16
499,GT-21-01167,브릿지 현상의 모듈을 이용하여 자연대류 현상을 유도하여 방열성능을 개선한 LED 조명 기술,T020703,(주)코리아반도체조명,중소벤처기업부,2021.06.17,2024.06.16
500,GT-21-01162,수해리 종이테이프 제조 기술,T100303,엠지케이,환경부,2021.06.17,2024.06.16
501,GT-21-01163,순환유동층 보일러애시를 포함한 콘크리트 혼화재료 제조기술,T100302,대호산업개발(주),환경부,2021.06.17,2024.06.16
502,GT-21-01165,무대전용 인터록기술을 적용하여 공연의 안전을 향상시킨 무대장치 기술,T041803,(주)하온아텍,문화체육관광부,2021.06.17,2024.06.16
503,GT-21-01168,무용제형 에폭시 도장 상수도용 강관 및 이형관 제조기술 ,T030901,한국종합철관(주),환경부,2021.06.17,2024.06.16
504,GT-21-01166,에탄올 베이스 용제를 인쇄 및 가공공정에 적용한 포장재 제조기술,T100503,롯데알미늄(주),농림축산식품부,2021.06.17,2024.06.16
505,GT-21-01169,로도박터 등 유용 미생물을 이용한 슬러지 제거 및 악취 탈취 기술,T100403,농업회사법인(유)카야시스템,중소벤처기업부,2021.06.17,2024.06.16
506,GT-21-01170,태양광 LED 가로등의 자동 복구 기술,T020703,주식회사 해라이트,중소벤처기업부,2021.06.17,2024.06.16
507,GT-18-00468,생태계 교란 어종 배스 분말 및 이의 제조 방법과 이를 활용한 사료 제조 기술,T100302,주식회사 밸리스,해양수산부,2018.06.14,2024.06.13
508,GT-18-00459,방수기능 및 자연공랭식 다중 방열통로에 의한 방열기술 적용한 LED 조명기구 제조기술,T020701,(주)에스앤비라이팅,중소벤처기업부,2018.06.14,2024.06.13
509,GT-18-00466,삽입형 카트리지 씰과 종이시트가 장착된 토너카트리지 재제조 기술,T100503,주식회사사이클론,환경부,2018.06.14,2024.06.13
510,GT-18-00460,전력선 통신을 이용한 LED 조명등 원격 디밍 제어 기술,T020703,주식회사 리산테크,중소벤처기업부,2018.06.14,2024.06.13
511,GT-18-00463,색온도 변경이 용이한 확산 시트판을 적용한 LED 조명 기술,T020703,(주)소룩스,중소벤처기업부,2018.06.14,2024.06.13
512,GT-18-00461,발색물질을 이용한 착색 재활용 점토벽돌 제조 기술,T100503,(주)비젼세라믹,중소벤처기업부,2018.06.14,2024.06.13
513,GT-18-00465,"냉매(R-12, R-22, R-123, R-134a) 회수장치 및 회수기술",T020203,(주)범석엔지니어링,환경부,2018.06.14,2024.06.13
514,GT-18-00467,CNT/Graphene이 첨가된 PCB를 이용한 LED 등기구 제조기술,T020701,에이펙스인텍(주),환경부,2018.06.14,2024.06.13
515,GT-21-01142,금속마감커버 일체형 착탈식 단열재 제조기술,T100303,(주)동인엔지니어링 ,환경부,2021.05.20,2024.05.19
516,GT-21-01130,피마자유 기반 폴리올을 활용한 투수성 폴리우레탄 콘크리트 포장재 기술,T030804,에스비비(주),환경부,2021.05.20,2024.05.19
517,GT-21-01136,휘발성 유기화합물 저감 점착재를 사용한 높은 내구성을 갖는 복층 방수 구조체 제조기술,T100503,(주)나비티엔씨,중소벤처기업부,2021.05.20,2024.05.19
518,GT-21-01127,원격제어시스템을 통해 전원제어가 가능한 인터렉티브 화이트보드 제조 기술,T040501,(주)피케이엘앤에스,중소벤처기업부,2021.05.20,2024.05.19
519,GT-21-01129,바이패스 기술이 적용된 원가 절감형 열회수 환기장치,T100702,(주)티젠,환경부,2021.05.20,2024.05.19
520,GT-21-01128,폐기물의 연속 열분해 기술을 이용한 에너지 및 자원 재활용 기술,T100402,주식회사 이피에스,중소벤처기업부,2021.05.20,2024.05.19
521,GT-21-01133,저 전력 블루투스 통신 기반 2차사고 예방 기술,T041504,주식회사 티엘이,과학기술정보통신부,2021.05.20,2024.05.19
522,GT-21-01131,생분해성 포장용 비닐지의 제조방법,T100501,(주)지성산업,중소벤처기업부,2021.05.20,2024.05.19
523,GT-21-01132,전기침투 방식을 이용한 유기성슬러지 탈수기술,T100303,(주)화인,환경부,2021.05.20,2024.05.19
524,GT-21-01151,패각소재를 활용하여 항균성을 향상시킨 인조잔디 제조기술,T100503,주식회사 네오필드,중소벤처기업부,2021.05.20,2024.05.19
525,GT-21-01141,초저조도용 CCTV 영상 제공 S/W 기술이 적용된 영상감시 기술 ,T041404,주식회사 비알인포텍,과학기술정보통신부,2021.05.20,2024.05.19
526,GT-21-01148,나노구조 SiC섬유를 이용한 산업용 복합발열체(Module) 제조기술,T070402,(주)대호아이앤티,중소벤처기업부,2021.05.20,2024.05.19
527,GT-21-01134,자연대류 현상을 이용하여 방열 성능을 개선한 LED 조명 제조 기술,T020703,(주)백산라이팅,중소벤처기업부,2021.05.20,2024.05.19
528,GT-21-01135,와류스크러빙을 이용한 탈취기술,T100706,(주)에스.엠.엔지니어링,환경부,2021.05.20,2024.05.19
529,GT-21-01137,유지전력 Zero와 6ms이하 개방속도가 적용된 영구자 석형 전자접촉기 에너지 절감기술,T040501,(주)스마트파워,과학기술정보통신부,2021.05.20,2024.05.19
530,GT-21-01140,상수도관내의 녹억제와 스케일제거 처리 효율이 우수한 고도 수처리 기술,T030806,주식회사 홈워터,과학기술정보통신부,2021.05.20,2024.05.19
531,GT-21-01138,방수방진 기능이 향상된 바닥형 보행신호등 보조장치 제조기술,T020703,(주)명신전자,중소벤처기업부,2021.05.20,2024.05.19
532,GT-21-01139,불가사리 유래 다공성 구조체를 포함하는 친환경 제설제 조성물,T100302,주식회사 스타스테크,환경부,2021.05.20,2024.05.19
533,GT-21-01147,신재생에너지 가로등용 소형 풍력발전시스템,T010304,(주)에니텍시스,산업통상자원부,2021.05.20,2024.05.19
534,GT-21-01150,지향각이 조절된 발광소자 패키지를 적용한 LED 모듈 제조 기술,T040107,디아이디시스템(주),중소벤처기업부,2021.05.20,2024.05.19
535,GT-21-01144,산업용 세라믹소재 복합 건조기술,T020905,(주)엠투,산업통상자원부,2021.05.20,2024.05.19
536,GT-21-01143,"연질형 수지를 적용한 FRP 방근 도막재와 내근시트를 이용한 인공지반녹화용 방근, 방수 복합공법",T100503,(주)삼성건업,중소벤처기업부,2021.05.20,2024.05.19
537,GT-21-01145,지향각이 조절된 발광장치를 활용한 에너지절감형 LED 모듈 제조 기술,T040107,(주)엘앤디테크,중소벤처기업부,2021.05.20,2024.05.19
