CODE,CO_NM,div_cur,div_change,major_hldr,minor_hldr,outer_dir,dir_gender,total_emp,emp_gender
078930,GS,0.1317,0.8737,,0.04,0.5714285714285714,0.0,61.0,0.2459016393442623
128940,한미약품,0.08900000000000001,-0.403,,0.04,0.375,0.2857142857142857,2269.0,0.29440282062582634
036460,한국가스공사,0.24600000000000002,,,0.03,0.6666666666666666,0.2,4307.0,0.13303923844903645
010620,현대미포조선,,,,0.04,0.6,0.0,3024.0,0.027777777777777776
029780,삼성카드,0.445,-0.037000000000000026,,0.01,0.6666666666666666,0.0967741935483871,2023.0,0.36727632229362334
003410,쌍용C&E,1.188,-0.4160000000000001,,0.01,0.5714285714285714,0.0,1135.0,0.03612334801762115
010060,OCI,0.0736,,0.4448,0.06,0.5714285714285714,0.2857142857142857,3128.0,0.06585677749360613
282330,BGF리테일,0.35100000000000003,0.013000000000000043,,0.02,0.5714285714285714,0.0,2778.0,0.26457883369330454
028670,팬오션,0.09699999999999999,-0.192,,0.04,0.5714285714285714,0.05,1135.0,0.0933920704845815
307950,현대오토에버,0.275,0.008000000000000007,,0.02,0.42857142857142855,0.043478260869565216,3613.0,0.21256573484638805
002790,아모레G,0.233,-2.114,0.8755,0.02,0.6666666666666666,0.07692307692307693,92.0,0.40217391304347827
005940,NH투자증권,0.3563,-0.008799999999999954,0.5179,0.04,0.625,0.0847457627118644,3061.0,0.42012414243711205
016360,삼성증권,0.3515,-0.035399999999999994,,0.06,0.6666666666666666,0.12903225806451613,2576.0,0.4343944099378882
023530,롯데쇼핑,,,,0.03,0.7142857142857143,0.14285714285714285,21042.0,0.6749358426005133
008770,호텔신라,0.2812,0.30810000000000004,,0.06,0.5714285714285714,0.09090909090909091,2285.0,0.4923413566739606
001450,현대해상,0.268,0.029000000000000022,,0.06,0.5714285714285714,0.09433962264150944,4061.0,0.49150455552819505
008930,한미사이언스,0.307,-0.265,,0.01,0.2857142857142857,0.15384615384615385,92.0,0.3804347826086957
030000,제일기획,0.606,0.065,,0.03,0.4,0.13157894736842105,1326.0,0.504524886877828
052690,한전기술,0.55,0.01799999999999997,,0.02,0.6,0.18181818181818182,2398.0,0.16680567139282734
007070,GS리테일,0.15,-0.261,,0.03,0.5714285714285714,0.14285714285714285,7848.0,0.48814984709480125
272210,한화시스템,0.3057,0.035,,0.02,0.5714285714285714,0.019230769230769232,3938.0,0.13864906043676994
026960,동서,0.609,0.018999999999999986,,0.02,0.25,0.0,283.0,0.14840989399293286
012750,에스원,0.6553,0.06039999999999999,,0.03,0.25,0.027777777777777776,6761.0,0.0727703002514421
112610,씨에스윈드,0.3821,-0.1779,,0.04,0.42857142857142855,0.0,96.0,0.15625
047040,대우건설,,,,0.04,0.5714285714285714,0.0,5433.0,0.12295232836370329
047050,포스코인터내셔널,0.27399999999999997,-0.08800000000000004,,0.02,0.5,0.0,1264.0,0.28639240506329117
001440,대한전선,,,,0.05,0.375,0.0,,
064350,현대로템,,,,0.06,0.5714285714285714,0.0,3444.0,0.026713124274099883
204320,만도,0.2245,,,0.05,0.5714285714285714,0.027777777777777776,3765.0,0.05444887118193891
138930,BNK금융지주,,,,0.06,0.875,0.0,110.0,0.11818181818181818
039490,키움증권,0.1159,0.006099999999999994,0.5308999999999999,0.04,0.625,0.043478260869565216,941.0,0.4920297555791711
004170,신세계,0.0962,0.23879999999999998,,0.05,0.5714285714285714,0.0,2567.0,0.6875730424620179
006260,LS,0.1449,-0.1725,,0.04,0.5714285714285714,0.058823529411764705,74.0,0.16216216216216217
006280,녹십자,0.18530000000000002,-0.0259,,0.04,0.25,0.10714285714285714,2187.0,0.2501143118427069
336260,두산퓨얼셀,,,0.7291,0.05,0.6666666666666666,0.0,481.0,0.11642411642411643
000880,한화,0.0775,-0.25549999999999995,0.5895999999999999,0.04,0.5555555555555556,0.02,4751.0,0.0976636497579457
081660,휠라홀딩스,0.2555,0.17550000000000002,,0.06,0.5,0.1111111111111111,,
111770,영원무역,0.1472,-0.00129999999999999,,0.02,0.5,0.36363636363636365,301.0,0.6976744186046512
004800,효성,0.295,,,0.02,0.6666666666666666,0.04081632653061224,1336.0,0.23652694610778444
093370,후성,0.062,,,0.04,0.25,0.0,366.0,0.05737704918032787
004370,농심,0.23170000000000002,0.07600000000000001,,0.04,0.6666666666666666,0.02702702702702703,5241.0,0.5701202060675443
005300,롯데칠성,0.22,,1.0893000000000002,0.02,0.5555555555555556,0.11904761904761904,5773.0,0.22016282695305733
003090,대웅,0.053,0.010999999999999996,,0.02,0.3333333333333333,0.25,324.0,0.5833333333333334
336370,솔루스첨단소재,0.33,,,0.04,0.6,0.0,271.0,0.19557195571955718
014820,동원시스템즈,0.3649,0.11460000000000001,1.2116999999999998,0.01,0.25,0.0,1693.0,0.07324276432368576
007310,오뚜기,0.20929999999999999,-0.03719999999999999,0.6364,0.02,0.25,0.09090909090909091,3035.0,0.6369028006589785
009240,한샘,0.47200000000000003,0.12700000000000003,,0.02,0.375,0.1,,
000210,DL,,,0.495,0.04,0.6,0.18181818181818182,39.0,0.20512820512820512
005070,코스모신소재,,,,0.07,0.3333333333333333,0.0,349.0,0.04871060171919771
005850,에스엘,0.239,-0.11200000000000003,,0.01,0.5,0.0,4364.0,0.13909257561869845
175330,JB금융지주,0.23,0.03,,0.05,0.75,0.0,90.0,0.15555555555555556
120110,코오롱인더,0.19399999999999998,0.04899999999999999,0.4307,0.05,0.5714285714285714,0.0,4009.0,0.2344724370167124
139130,DGB금융지주,0.212,0.018999999999999986,,0.06,0.8571428571428571,0.0,115.0,0.16521739130434782
001120,LX인터내셔널,0.23600000000000002,0.18770000000000003,,0.06,0.5714285714285714,0.0,744.0,0.28225806451612906
042700,한미반도체,0.305,-0.08700000000000002,,0.04,0.3333333333333333,0.0,652.0,0.046012269938650305
001230,동국제강,0.068,-0.21899999999999997,,0.05,0.6,0.0,2577.0,0.046177726038028714
000240,한국앤컴퍼니,0.2889,0.0184,,0.02,0.5714285714285714,0.0,1048.0,0.05534351145038168
010780,아이에스동서,0.349,0.10399999999999998,,0.03,0.5555555555555556,0.0,724.0,0.10497237569060773
016710,대성홀딩스,0.16699999999999998,0.08299999999999999,,0.01,0.6,0.14285714285714285,,
020560,아시아나항공,,,,0.05,0.6,0.02564102564102564,8664.0,0.534741458910434
019170,신풍제약,,,0.466,0.06,4.0,0.14285714285714285,813.0,0.3234932349323493
000150,두산,0.1689,,0.831,0.02,0.5714285714285714,0.0,2034.0,0.16617502458210423
018670,SK가스,0.184,0.04899999999999999,,0.02,0.5714285714285714,0.08333333333333333,582.0,0.19243986254295534
017800,현대엘리베이,0.289,-0.053999999999999986,0.265,0.04,0.42857142857142855,0.14285714285714285,2685.0,0.07039106145251396
031430,신세계인터내셔날,0.1305,-0.023699999999999992,0.5405,0.03,0.42857142857142855,0.15,1369.0,0.7706355003652301
042670,현대두산인프라코어,,,,0.05,0.6,0.0,2832.0,0.08050847457627118
181710,NHN,,,,0.04,0.5,0.0,903.0,0.35658914728682173
001740,SK네트웍스,0.27,-0.49,0.4227,,0.625,0.125,1573.0,0.3477431659249841
268280,미원에스씨,0.132,-0.11600000000000002,,0.02,0.42857142857142855,0.0625,458.0,0.13100436681222707
003690,코리안리,0.35,0.026000000000000013,,0.03,0.5714285714285714,0.058823529411764705,397.0,0.32997481108312343
003240,태광산업,0.0045000000000000005,-0.004,0.5453,0.01,0.6,0.045454545454545456,2902.0,0.2136457615437629
073240,금호타이어,,,,0.02,0.5555555555555556,0.0,4855.0,0.04387229660144181
000670,영풍,0.13849999999999998,0.00879999999999999,,0.01,0.6,0.0,687.0,0.06695778748180495
079160,CJ CGV,,,,0.05,0.6,0.2,3558.0,0.5286677908937606
145720,덴티움,0.039,-0.039,,0.05,0.5,0.0,635.0,0.247244094488189
178920,PI첨단소재,0.5,0.0,,0.03,0.42857142857142855,0.0,306.0,0.0718954248366013
300720,한일시멘트,0.4579,0.1,1.4664,0.01,0.25,0.0,632.0,0.055379746835443035
005250,녹십자홀딩스,0.32899999999999996,0.19599999999999998,0.5068,0.04,0.25,0.0,146.0,0.3219178082191781
082640,동양생명,0.35100000000000003,0.08400000000000002,,0.02,0.5714285714285714,0.10526315789473684,998.0,0.5521042084168337
214320,이노션,0.546,-0.021000000000000015,,0.03,0.42857142857142855,0.1111111111111111,704.0,0.45170454545454547
002840,미원상사,0.5145000000000001,0.4474,,0.03,0.3333333333333333,0.0,627.0,0.12121212121212122
032350,롯데관광개발,,,0.47240000000000004,0.04,0.3333333333333333,0.22727272727272727,1294.0,0.5030911901081917
009420,한올바이오파마,,,,0.05,0.42857142857142855,0.09090909090909091,307.0,0.3257328990228013
014830,유니드,0.081,-0.07800000000000001,0.45439999999999997,0.04,0.4,0.0,874.0,0.10068649885583524
013890,지누스,0.159,0.0040000000000000036,,0.04,0.42857142857142855,0.1111111111111111,142.0,0.2535211267605634
005880,대한해운,,,,0.04,0.5714285714285714,0.05,171.0,0.08771929824561403
249420,일동제약,,,,0.05,0.25,0.08695652173913043,1394.0,0.35078909612625536
069260,휴켐스,0.528,-0.24299999999999997,,0.03,0.4,0.0,262.0,0.04961832061068702
114090,GKL,,,,0.04,0.5454545454545454,0.25,1754.0,0.5444697833523375
011000,진원생명과학,,,,0.09,0.3333333333333333,0.0,56.0,0.5714285714285714
089590,제주항공,,,,0.03,0.5,0.0,2996.0,0.4596128170894526
010050,우리종금,0.21899999999999997,0.08099999999999997,,0.04,0.6666666666666666,0.07142857142857142,239.0,0.3514644351464435
023590,다우기술,0.069,-0.008999999999999994,,0.03,0.6,0.03125,572.0,0.32167832167832167
003540,대신증권,0.15,-0.4,0.19010000000000002,0.04,0.625,0.05263157894736842,1467.0,0.41922290388548056
005440,현대그린푸드,0.444,0.18599999999999997,,0.04,0.3,0.05,5945.0,0.6681244743481918
020000,한섬,0.115,-0.0009999999999999966,,0.04,0.42857142857142855,0.0,1545.0,0.7016181229773463
039130,하나투어,,,,0.06,0.3333333333333333,0.13333333333333333,,
004490,세방전지,0.09539999999999998,-0.005700000000000003,0.4155,0.02,0.375,0.0,1137.0,0.048372911169744945
004690,삼천리,0.17300000000000001,-0.14800000000000002,,0.03,0.6,0.07407407407407407,828.0,0.10024154589371981
241590,화승엔터프라이즈,-0.418,-0.48599999999999993,,0.02,0.42857142857142855,0.0,6.0,0.16666666666666666
272450,진에어,,,,0.03,0.5714285714285714,0.0,1785.0,0.4773109243697479
001680,대상,0.2,-0.0016000000000000014,0.5391,0.04,0.5714285714285714,0.14285714285714285,5358.0,0.5567375886524822
192080,더블유게임즈,0.095,0.042,,0.04,0.5,0.0,280.0,0.35
003530,한화투자증권,0.3,,0.5382,0.05,0.5714285714285714,0.030303030303030304,1138.0,0.39630931458699475
003850,보령제약,0.1528,-0.015099999999999997,,0.03,0.3333333333333333,0.13333333333333333,1374.0,0.2925764192139738
005690,파미셀,,,,0.08,0.3333333333333333,0.0,121.0,0.2644628099173554
007700,F&F홀딩스,,,,,0.3333333333333333,0.0,8.0,0.25
105630,한세실업,0.2914,0.0398,,0.02,0.3333333333333333,0.35714285714285715,561.0,0.6149732620320856
006120,SK디스커버리,0.13970000000000002,0.0631,0.5104,0.04,0.5714285714285714,0.05,43.0,0.20930232558139536
000640,동아쏘시오홀딩스,0.15560000000000002,0.1183,,0.04,0.5714285714285714,0.07692307692307693,90.0,0.24444444444444444
192650,드림텍,0.245,-0.368,,0.03,0.375,0.0,486.0,0.4609053497942387
192820,코스맥스,0.182,,,0.05,0.25,0.10714285714285714,1164.0,0.4896907216494845
009970,영원무역홀딩스,0.105,-0.028000000000000008,,0.02,0.4,0.1,50.0,0.6
064960,SNT모티브,0.278,-0.12599999999999997,,0.04,0.25,0.0,726.0,0.030303030303030304
000070,삼양홀딩스,0.1,-0.07,,,0.5,0.06666666666666667,481.0,0.3762993762993763
057050,현대홈쇼핑,0.27,0.04699999999999999,,0.03,0.5714285714285714,0.0,1011.0,0.5252225519287834
003000,부광약품,,,,0.05,0.42857142857142855,0.29411764705882354,608.0,0.3618421052631579
003030,세아제강지주,0.031,-0.149,,0.02,0.25,0.0,36.0,0.2777777777777778
210980,SK디앤디,0.1485,-0.10500000000000002,,0.02,0.5,0.0,274.0,0.2664233576642336
034310,NICE,0.24,-0.365,0.9594,0.02,0.375,0.0,50.0,0.16
097520,엠씨넥스,0.226,-0.012999999999999972,,0.06,0.5,0.041666666666666664,455.0,0.2043956043956044
007340,디티알오토모티브,0.2132,-0.16210000000000002,,0.02,0.25,0.0,1167.0,0.17223650385604114
001430,세아베스틸,0.2656,,,0.03,0.5714285714285714,0.047619047619047616,1547.0,0.03361344537815126
085620,미래에셋생명,0.165,-0.19039999999999999,,0.02,0.8,0.07272727272727272,887.0,0.5073280721533259
003470,유안타증권,0.25,0.0,,0.03,0.6,0.06451612903225806,1744.0,0.3761467889908257
005090,SGC에너지,0.361,-0.331,,0.03,0.3333333333333333,0.0,205.0,0.08292682926829269
001060,JW중외제약,,,0.45,0.05,0.42857142857142855,0.0967741935483871,1190.0,0.2319327731092437
003280,흥아해운,,,,0.01,0.5,0.0,,
170900,동아에스티,0.6579999999999999,0.3467,,0.05,0.5714285714285714,0.07317073170731707,1646.0,0.29465370595382745
002240,고려제강,0.05,-0.66,,0.02,0.4166666666666667,0.0,831.0,0.07220216606498195
004430,송원산업,0.0664,-0.038500000000000006,0.3563,0.04,0.3333333333333333,0.0,646.0,0.09442724458204334
017810,풀무원,,,,0.01,0.7272727272727273,0.12,452.0,0.43805309734513276
005180,빙그레,,,,0.04,0.3333333333333333,0.0,1827.0,0.24466338259441708
007810,코리아써키트,,,0.9506999999999999,0.04,0.3333333333333333,0.0,1337.0,0.1368735976065819
082740,HSD엔진,,,,0.06,0.4,0.058823529411764705,756.0,0.03968253968253968
093050,LF,0.14400000000000002,-0.6779999999999999,,0.04,0.42857142857142855,0.2777777777777778,996.0,0.5863453815261044
007690,국도화학,0.12050000000000001,-0.1016,,0.04,0.3,0.02040816326530612,571.0,0.10507880910683012
123890,한국자산신탁,0.2505,0.0434,,,0.75,0.0,191.0,0.193717277486911
001470,삼부토건,,,,0.07,0.2857142857142857,0.0,340.0,0.07647058823529412
011930,신성이엔지,,,0.21050000000000002,0.07,0.4,0.25,437.0,0.13043478260869565
034830,한국토지신탁,0.163,-0.07800000000000001,,0.04,0.5555555555555556,0.0,240.0,0.2625
306200,세아제강,,,,0.03,0.4,0.0,658.0,0.05927051671732523
007660,이수페타시스,,,,,0.25,0.0,910.0,0.08351648351648351
007570,일양약품,0.2601,0.053399999999999996,,0.06,0.5,0.0,636.0,0.1871069182389937
005420,코스모화학,,,0.3109,0.06,0.42857142857142855,0.0,219.0,0.0684931506849315
005950,이수화학,0.141,,,0.06,0.25,0.0,421.0,0.1187648456057007
003580,넥스트사이언스,,,,0.08,0.3333333333333333,0.0,45.0,0.15555555555555556
037560,LG헬로비전,,,,0.03,0.5,0.15384615384615385,1053.0,0.25546058879392214
145990,삼양사,0.3053,0.08720000000000003,,0.02,0.42857142857142855,0.07142857142857142,1326.0,0.21794871794871795
002320,한진,0.0547,-1.1523999999999999,,0.04,0.625,0.041666666666666664,1489.0,0.11148421759570182
001530,DI동일,0.0797,-0.03270000000000001,,0.03,0.375,0.0,243.0,0.3374485596707819
030610,교보증권,0.2217,0.014700000000000024,,0.02,0.6,0.038461538461538464,994.0,0.3641851106639839
286940,롯데정보통신,0.3056,-0.04890000000000004,,0.02,0.5,0.14814814814814814,2885.0,0.29393414211438473
161000,애경케미칼,0.3428,0.09359999999999999,,0.03,0.25,0.08333333333333333,684.0,0.10526315789473684
322000,현대에너지솔루션,,,1.0714,0.04,0.6,0.0,213.0,0.18779342723004694
003070,코오롱글로벌,0.09179999999999999,-0.0315,0.8289,0.02,0.5714285714285714,0.0,3240.0,0.14722222222222223
004890,동일산업,0.198,-0.28800000000000003,0.5642,0.02,0.6,0.0,250.0,0.024
071840,롯데하이마트,,,,0.03,0.625,0.0,3650.0,0.38
012630,HDC,0.121,-0.010999999999999996,,0.05,0.6,0.0,,
002900,TYM,0.109,,0.6314,0.05,0.42857142857142855,0.3,617.0,0.13776337115072934
115390,락앤락,,,,0.02,0.375,0.14285714285714285,534.0,0.5243445692883895
138490,코오롱플라스틱,0.253,,,0.03,0.25,0.0,370.0,0.14864864864864866
053210,스카이라이프,0.27699999999999997,-0.014000000000000021,,0.04,0.5555555555555556,0.0625,373.0,0.21715817694369974
006390,한일현대시멘트,,,,0.01,0.25,0.0,438.0,0.03424657534246575
084010,대한제강,0.06860000000000001,-0.0642,0.4542,0.04,0.25,0.0,398.0,0.0678391959798995
068400,SK렌터카,,,,0.01,0.6,0.058823529411764705,647.0,0.22720247295208656
058650,세아홀딩스,0.2,0.255,,0.06,0.3333333333333333,0.125,42.0,0.38095238095238093
108670,LX하우시스,0.233,,0.301,0.06,0.5714285714285714,0.05714285714285714,3318.0,0.15581675708257986
008490,서흥,0.10400000000000001,0.01,,0.03,0.25,0.034482758620689655,871.0,0.24339839265212398
018250,애경산업,0.33299999999999996,-0.12400000000000005,,0.03,0.375,0.07692307692307693,860.0,0.336046511627907
281820,케이씨텍,0.109,0.0,,0.03,0.3333333333333333,0.0,732.0,0.10109289617486339
002270,롯데푸드,,,,,,,,
092220,KEC,,,,0.06,0.25,0.0,622.0,0.3102893890675241
016800,퍼시스,0.2237,-0.045899999999999996,1.0942,0.09,0.2857142857142857,0.1111111111111111,215.0,0.4
226320,잇츠한불,,,0.6159,0.01,0.5,0.0,145.0,0.36551724137931035
130660,한전산업,0.7541,0.25079999999999997,,0.03,0.4444444444444444,0.0,3050.0,0.03081967213114754
071320,지역난방공사,0.43,0.03,,0.01,0.5454545454545454,0.11764705882352941,,
033270,유나이티드제약,0.1917,-0.003499999999999979,,0.04,0.375,0.07142857142857142,824.0,0.30097087378640774
007460,에이프로젠 MED,,,,0.07,0.3333333333333333,0.0,,
016590,신대양제지,0.07400000000000001,0.022000000000000002,,0.02,0.3333333333333333,0.16666666666666666,115.0,0.08695652173913043
001510,SK증권,0.1527,-0.2042,0.19440000000000002,0.07,0.7142857142857143,0.06481481481481481,960.0,0.3729166666666667
122900,아이마켓코리아,0.495,-0.38900000000000007,,0.04,0.42857142857142855,0.0,427.0,0.3629976580796253
005500,삼진제약,0.3465,-0.006499999999999986,,0.05,0.42857142857142855,0.0967741935483871,724.0,0.287292817679558
015860,일진홀딩스,0.207,-0.06600000000000002,,0.02,0.3333333333333333,0.0,15.0,0.26666666666666666
003220,대원제약,0.612,0.42900000000000005,,0.04,0.6,0.2,1043.0,0.3029721955896453
003300,한일홀딩스,0.35229999999999995,0.05309999999999995,1.3747999999999998,0.01,0.25,0.0,28.0,0.10714285714285714
000050,경방,0.1405,-0.1091,,0.01,0.25,0.0,203.0,0.3793103448275862
077970,STX엔진,,,0.0,0.01,0.5,0.0,874.0,0.04805491990846682
009290,광동제약,0.161,0.02500000000000002,,0.04,0.5,0.07407407407407407,1042.0,0.2034548944337812
024720,한국콜마홀딩스,0.22,0.184,0.4435,0.03,0.2857142857142857,0.05555555555555555,96.0,0.4166666666666667
293480,하나제약,0.315,-0.22399999999999998,,0.03,0.3333333333333333,0.16,636.0,0.22012578616352202
002960,한국쉘석유,0.85,-0.02,,0.04,0.42857142857142855,0.14285714285714285,108.0,0.2777777777777778
000480,조선내화,0.5746,0.17420000000000002,1.2076,0.08,0.3333333333333333,0.0,567.0,0.0582010582010582
107590,미원홀딩스,0.035,-0.031100000000000003,,,0.42857142857142855,0.0,16.0,0.125
002150,도화엔지니어링,0.621,0.09800000000000005,,0.03,0.375,0.125,2341.0,0.10721913712088851
001500,현대차증권,0.24,-0.041999999999999996,,0.04,0.6,0.03225806451612903,815.0,0.3214723926380368
055490,테이팩스,0.175,0.003999999999999986,0.45399999999999996,0.04,0.5,0.125,368.0,0.08695652173913043
011700,한신기계,0.33899999999999997,0.027999999999999973,,,0.3333333333333333,0.0,81.0,0.1111111111111111
026890,디피씨,0.0974,-0.0726,0.187,0.06,0.375,0.0,94.0,0.1276595744680851
016580,환인제약,0.17309999999999998,-0.024400000000000012,,0.03,0.6,0.09090909090909091,509.0,0.3104125736738703
213500,한솔제지,1.043,0.7619999999999999,0.3056,0.04,0.375,0.0,1191.0,0.0948782535684299
001790,대한제당,0.5256000000000001,0.1693,0.9676,0.03,0.2857142857142857,0.0,419.0,0.1718377088305489
271980,제일약품,,,,0.03,0.42857142857142855,0.1,1006.0,0.23161033797216699
004250,NPC,0.1611,-0.0625,0.6076,0.03,0.25,0.0,238.0,0.08403361344537816
002990,금호건설,0.19399999999999998,-0.4850000000000001,0.4824,0.04,0.6666666666666666,0.0,1201.0,0.07577019150707744
002020,코오롱,0.0591,0.008799999999999999,,0.04,0.25,0.0,64.0,0.359375
001630,종근당홀딩스,0.5710000000000001,0.48200000000000004,,0.03,0.25,0.0,39.0,0.15384615384615385
104700,한국철강,0.0998,,,0.03,0.42857142857142855,0.0,358.0,0.055865921787709494
084690,대상홀딩스,0.166,0.07300000000000001,0.7044,0.03,0.25,0.16666666666666666,30.0,0.16666666666666666
298690,에어부산,,,,0.04,0.2857142857142857,0.0,1306.0,0.47473200612557426
001250,GS글로벌,,,,0.04,0.375,0.0,242.0,0.23140495867768596
002710,TCC스틸,0.1208,,,0.04,0.25,0.0,277.0,0.039711191335740074
214330,금호에이치티,,,0.2483,0.06,0.25,0.09090909090909091,495.0,0.2686868686868687
000490,대동,0.048,-0.031000000000000007,0.5544,0.05,0.42857142857142855,0.0,1318.0,0.04704097116843703
081000,일진다이아,0.525,-0.06100000000000001,,0.04,0.25,0.0,267.0,0.08614232209737828
001780,알루코,0.0,,0.49560000000000004,0.04,0.4,0.0,230.0,0.04782608695652174
037710,광주신세계,0.2582,0.1291,,0.01,0.5,0.0,170.0,0.7294117647058823
009680,모토닉,0.7301000000000001,0.14190000000000005,,0.01,0.25,0.0,278.0,0.06474820143884892
001520,동양,0.496,,,0.04,0.6,0.0,489.0,0.10633946830265849
000020,동화약품,0.2788,0.1045,,0.05,0.75,0.13636363636363635,732.0,0.2691256830601093
101060,SBS미디어홀딩스,,,,,,,,
095720,웅진씽크빅,,,0.6301,0.03,0.6,0.0,2086.0,0.8068072866730585
